"","villageid","ham","vc_infr","urban","all_atk","en_pres","usid","colonial_roads","all_roads","traintram","telegraph","milpost","market","factory","en_init_sitra","fr_d","fw_d","en_d","temp","admin_p1","admin_c","health_p1","health_c","educ_p1","educ_p2","educ_c","soccap_p1","soccap_c","econ_p1","econ_c","sec_p1","sec_p2","sec_c","slope","elev","id","lat","lon","dbnd","seg2","treat","dbnd2","lat2","lon2","treat_dbnd","treat2_dbnd","latlon","oweight"
"11",1050801,9,1,0,0.5,0,105080109,0.305023998022079,4.6233868598938,0,0,0,0,0,0.368421047925949,0.25,0.0701754385964912,0.657894736842105,"105080109",0.997231125831604,2,0.00432949978858232,1,0.114438995718956,0.885560989379883,2,0.980728805065155,2,6.03211083216593e-05,1,7.07999333826592e-07,0.999999284744263,2,1.26666712760925,5,5334,14.8677797317505,108.929229736328,19.5458297729492,0,1,382.039459228516,221.050872802734,11865.5771484375,19.5458297729492,382.039459228516,1619.53576660156,0.218166813254356
"12",1050803,1,1,0,0,0.105263158679008,105080301,0.792846977710724,3.12978291511536,0,0,0,0,0,0.315789490938187,0.210526315789474,0.12280701754386,0.741228070175439,"105080301",0.89951765537262,1.89473688602448,0.00119485426694155,1,0.0533714480698109,0.946628510951996,2,0.30561363697052,1.36842107772827,0.00311172008514404,1,2.71579068567007e-07,0.999999701976776,2,0.633410930633545,10,5337,14.846209526062,108.941513061523,17.6383514404297,0,1,311.111450195312,220.409942626953,11868.2529296875,17.6383514404297,311.111450195312,1617.36853027344,0.294465929269791
"13",1050803,2,1,0,0.095238097012043,0.349999994039536,105080302,1.85282897949219,5.09549522399902,0,0,0,0,0,0.315789490938187,0.210526315789474,0.12280701754386,0.793859649122807,"105080302",0.909070014953613,1.90476191043854,0.00125601619947702,1,0.0591874048113823,0.940812587738037,2,0.371791452169418,1.42857146263123,0.00281578744761646,1,2.65750284000887e-08,1,2,0.875763118267059,10,5338,14.8498201370239,108.941482543945,18.0141429901123,0,1,324.509338378906,220.517150878906,11868.2470703125,18.0141429901123,324.509338378906,1617.76147460938,0.27943429350853
"14",1050803,3,1,0,0.105263158679008,0.16666667163372,105080303,0,3.2263081073761,0,0,0,0,0,0.333333343267441,0.210526315789474,0.140350877192982,0.776315789473684,"105080303",0.89951765537262,1.89473688602448,0.000678734679240733,1,0.135658413171768,0.864341557025909,2,0.347621977329254,1.36842107772827,0.00311172008514404,1,4.15676964848899e-07,0.999999582767487,2,0.460882991552353,11,5339,14.8506803512573,108.936820983887,17.9440956115723,0,1,321.990570068359,220.542709350586,11867.2314453125,17.9440956115723,321.990570068359,1617.78588867188,0.282236188650131
"15",1050803,4,1,0,0.142857149243355,0.300000011920929,105080304,0,3.02866697311401,0,0,0,0,0,0.333333343267441,0.210526315789474,0.140350877192982,0.828947368421053,"105080304",0.909086048603058,1.90476191043854,0.00125601619947702,1,0.128948330879211,0.871051669120789,2,0.293509662151337,1.42857146263123,0.00281858071684837,1,9.91672095551621e-08,0.99999988079071,2,1.06979167461395,8,5340,14.8497695922852,108.935897827148,17.817834854126,0,1,317.475250244141,220.515655517578,11867.0302734375,17.817834854126,317.475250244141,1617.67297363281,0.28728660941124
"16",1050803,5,1,0,0.809523820877075,0.600000023841858,105080305,0,3.80565810203552,0,0,0,0,0,0.385964930057526,0.210526315789474,0.140350877192982,0.899122807017544,"105080305",0.909086048603058,1.90476191043854,0.00125601619947702,1,0.0591874048113823,0.940812587738037,2,0.371792525053024,1.42857146263123,0.00281560234725475,1,6.66867672194371e-10,1,2,0.485812157392502,6,5341,14.855170249939,108.933067321777,18.3022003173828,0,1,334.970550537109,220.676086425781,11866.4130859375,18.3022003173828,334.970550537109,1618.21923828125,0.267912000417709
"17",1050803,6,1,0,1,1,105080306,0,4.00710105895996,0,0,0,0,0,0.350877195596695,0.175438596491228,0.12280701754386,0.635964912280702,"105080306",0.788608372211456,1.83333337306976,0.00434726569801569,1,0.0797613114118576,0.920238673686981,2,0.110955469310284,1.16666662693024,0.00722725223749876,1,3.50238309465567e-08,1,2,0.325897008180618,6,5342,14.85964012146,108.927452087402,18.6238346099854,0,1,346.847229003906,220.808898925781,11865.189453125,18.6238346099854,346.847229003906,1618.62268066406,0.255046606063843
"18",1050803,7,1,0,1,1,105080307,0.959165513515472,4.8905668258667,0,0,0,0,0,0.368421047925949,0.210526315789474,0.140350877192982,0.776315789473684,"105080307",0.788608372211456,1.83333337306976,0.00434726569801569,1,0.0797613114118576,0.920238673686981,2,0.162023395299911,1.16666662693024,0.00722725223749876,1,3.49420048451066e-08,1,2,0.108633376657963,8,5343,14.8534002304077,108.937728881836,18.2611637115479,0,1,333.470092773438,220.623504638672,11867.4287109375,18.2611637115479,333.470092773438,1618.095703125,0.269553452730179
"19",1050803,8,NA,NA,1,1,105080308,3.00812697410583,6.51355409622192,0,0,0,0,0,0.0526315793395042,0.0131578947368421,0.0087719298245614,0.56140350877193,"105080308",0.741045296192169,1.63636362552643,0.0063691302202642,1,0.153482854366302,0.846517145633698,1.90909087657928,0.248749196529388,1.36363637447357,0.00395203195512295,1,1.15518311361029e-07,0.99999988079071,2,0.217265963554382,9,5344,14.8500995635986,108.97306060791,19.4412593841553,0,1,377.962554931641,220.525451660156,11875.1279296875,19.4412593841553,377.962554931641,1618.2607421875,0.222349628806114
"20",1050803,9,NA,NA,1,1,105080309,1.61388301849365,5.79641199111938,0,0,0,0,0,0.0526315793395042,0.0131578947368421,0.0087719298245614,0.56140350877193,"105080309",0.682966470718384,1.75,0.00560237094759941,1,0.089735209941864,0.910264790058136,2,0.0112677831202745,1,0.0108344238251448,1,5.24124317280439e-08,0.999999940395355,2,0.242910444736481,14,5345,14.8600397109985,108.972969055176,20.4083309173584,0,1,416.499969482422,220.820785522461,11875.1083984375,20.4083309173584,416.499969482422,1619.34265136719,0.18366676568985
"21",1050803,10,1,0,0.5,0,105080310,0,0,0,0,0,0,0,0.228070184588432,0.0526315789473684,0.105263157894737,0.618421052631579,"105080310",0.99998551607132,2,0.00183705543167889,1,0.114438995718956,0.885560989379883,2,0.241576448082924,1,1.29077525343746e-05,1,2.04071781695347e-08,1,2,1.58132612705231,6,5346,14.8371696472168,108.941596984863,16.7028579711914,0,1,278.985473632812,220.1416015625,11868.271484375,16.7028579711914,278.985473632812,1616.38500976562,0.331885695457458
"22",1050803,11,NA,NA,0,0,105080311,0,3.23493504524231,0,0,0,0,0,0.315789490938187,0.210526315789474,0.12280701754386,0.793859649122807,"105080311",0.999411344528198,2,0.0140367252752185,1,0.611488938331604,0.388511091470718,1,0.666869044303894,2,1.92364223039476e-05,1,0.00415567681193352,0.995844304561615,2,0.977606654167175,9,5347,14.8498001098633,108.938690185547,17.9142551422119,0,1,320.920532226562,220.516555786133,11867.638671875,17.9142551422119,320.920532226562,1617.7177734375,0.283429801464081
"23",1050804,1,1,0,0,0,105080401,0,0,0,0,0,0,0,0.40350878238678,0.333333333333333,4.80701754385965,47.9122807017544,"105080401",0.999911546707153,2,0.863446593284607,1.90476191043854,0.740711152553558,0.259288877248764,1,0.414590090513229,1.42857146263123,0.995977103710175,2,5.14523298988934e-06,0.999994874000549,2,0.485812157392502,14,5348,14.8191604614258,108.948272705078,15.1620855331421,0,1,229.88883972168,219.607513427734,11869.7265625,15.1620855331421,229.88883972168,1614.52197265625,0.393516570329666
"24",1050804,2,1,0,0.142857149243355,0.210526317358017,105080402,0,0,0,0,0,0,0,0.40350878238678,0.517543859649123,4.80701754385965,48,"105080402",0.999890029430389,2,0.863723993301392,1.90476191043854,0.773699760437012,0.226300254464149,1,0.419372946023941,1.42857146263123,0.995279967784882,2,5.48851085113711e-06,0.999994516372681,2,0.651772916316986,11,5349,14.8137903213501,108.953887939453,14.919093132019,0,1,222.579345703125,219.448379516602,11870.94921875,14.919093132019,222.579345703125,1614.02001953125,0.403236269950867
"25",1050804,3,1,0.952380955219269,0.0476190485060215,0.100000001490116,105080403,0,0,0,0,0,0,0,0.385964930057526,0.5,4.7719298245614,48.0175438596491,"105080403",0.999914228916168,2,0.925109326839447,2,0.740392088890076,0.259607940912247,1,0.309194147586823,1.28571426868439,0.995226085186005,2,7.76765373302624e-05,0.999922335147858,2,0.485812157392502,16,5350,14.8119201660156,108.947410583496,14.4041881561279,0,1,207.48063659668,219.392974853516,11869.5380859375,14.4041881561279,207.48063659668,1613.72033691406,0.423832476139069
